0,0,0
1,0.70711,0.65811
2,1.4144,1.2182
3,2.1221,1.6801
4,2.8305,2.044
5,3.5396,2.3099
6,4.2494,2.4783
7,4.9578,2.5518
8,5.5539,2.6583
9,6.1323,2.6822
10,6.7107,2.6583
11,7.3068,2.5518
12,8.0152,2.4783
13,8.725,2.3099
14,9.434,2.044
15,10.142,1.6801
16,10.85,1.2182
17,11.557,0.65811
18,12.265,0
